,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
10950,MWh,MWh,NOUN,,Plur,,,,,0,"['mw', '##h']","[12464, 2232]",14,15,Plural Noun,please send me the current fuel curve that you are converting to $ / mw ##h to value the deal ?,Please send me the current fuel curve that you are converting to $ / MWh to value the deal ?
10970,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,thank you both very much for your time and help thus far .,Thank you both very much for your time and help thus far .
10983,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",12,13,Genitive Case,"furthermore , i would like to rei ##tera ##te that ra ##c ' s goal , prior to quoting any credit reserve , is to be 100 % confident that : ( i ) the methodology that is being employed is consistent among the internal groups ; and ( ii ) the inherent value of the price risk management contracts matches .","Furthermore , I would like to reiterate that RAC 's goal , prior to quoting any credit reserve , is to be 100 % confident that : ( i ) the methodology that is being employed is consistent among the internal groups ; and ( ii ) the inherent value of the price risk management contracts matches ."
11099,obligates,obligate,VERB,,Sing,3,Pres,,,1,"['ob', '##liga', '##tes']","[27885, 14715, 4570]",21,23,Third-Person Present Tense Verb,"article 6 of the gall ##up compression services agreement ( which i am sending to you separately ) with ec ##s ob ##liga ##tes ec ##s to "" work in good faith with cd ##ec "" to establish an automated system that would automatically have alerted us to peak loading conditions on cd ##ec ' s system .","Article 6 of the Gallup Compression Services Agreement ( which I am sending to you separately ) with ECS obligates ECS to "" work in good faith with CDEC "" to establish an automated system that would automatically have alerted us to peak loading conditions on CDEC 's system ."
11249,for,for,ADP,,,,,,,0,['for'],[2005],72,72,Causal-Final Case,"we had a pretty good idea when we signed the contract that ec ##s would not be able to complete that by the contract start date , so we negotiated a fall back plan under which ec ##s is ob ##liga ##ted to "" assist [ trans ##west ##ern ] in developing a manual system to accomplish the same result and will hold harmless and keep [ trans ##west ##ern ] whole for all cost and expenses "" associated with the manual system .","We had a pretty good idea when we signed the contract that ECS would not be able to complete that by the contract start date , so we negotiated a fall back plan under which ECS is obligated to "" assist [ Transwestern ] in developing a manual system to accomplish the same result and will hold harmless and keep [ Transwestern ] whole for all cost and expenses "" associated with the manual system ."
11401,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",15,16,Genitive Case,my understanding was that ec ##s was to provide a means to access cd ##ec ' s online profile in order for us to make a decision to avoid running the compressor during cd ##ec ' s peak load periods .,My understanding was that ECS was to provide a means to access CDEC 's online profile in order for us to make a decision to avoid running the compressor during CDEC 's peak load periods .
11437,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,"additional cost will be incurred for the remainder of this year , that i have not been able to review yet .","Additional cost will be incurred for the remainder of this year , that I have not been able to review yet ."
11459,rights,right,NOUN,,Plur,,,,,1,['rights'],[2916],12,12,Plural Noun,"they are deemed to be on notice that they had alternate point rights ( it s in the tariff ) and if they wanted to submit a bid that had a different rate for primaries and alternate ##s , they could have done so .","They are deemed to be on notice that they had alternate point rights ( it s in the tariff ) and if they wanted to submit a bid that had a different rate for primaries and alternates , they could have done so ."
11503,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,please approve susan ' s attached expense report and forward to accounting with a cc : to me .,Please approve Susan 's attached expense report and forward to accounting with a cc : to me .
11539,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",23,24,Genitive Case,"dar ##i and i vent ##ed our ag ##gra ##vation by drafting the attached letter to gibson and kyle complaining of somme ##r ' s du ##plicity , but after temper ##s cooled , mk ##m and i decided not to send it to stan or urge him to send a written response .","Dari and I vented our aggravation by drafting the attached letter to Gibson and Kyle complaining of Sommer 's duplicity , but after tempers cooled , MKM and I decided not to send it to Stan or urge him to send a written response ."
11629,stands,stand,VERB,,Sing,3,Pres,,,1,['stands'],[4832],2,2,Third-Person Present Tense Verb,"as it stands , mk ##m and i will probably bring it up with somme ##r in ok city and strongly suggest the importance of coordinated communication to the producers .","As it stands , MKM and I will probably bring it up with Sommer in OK City and strongly suggest the importance of coordinated communication to the producers ."
11658,members,member,NOUN,,Plur,,,,,1,['members'],[2372],13,13,Plural Noun,"following the board meeting on wednesday , you are invited to join with members of the disco forum for a wednesday evening reception and dinner , including a guest speaker .","Following the Board meeting on Wednesday , you are invited to join with members of the DISCO Forum for a Wednesday evening reception and dinner , including a guest speaker ."
11689,members,member,NOUN,,Plur,,,,,1,['members'],[2372],1,1,Plural Noun,"board members are also invited to join in the substantive session of the disco forum on thursday , september 13 .","Board members are also invited to join in the substantive session of the DISCO Forum on Thursday , September 13 ."
11710,says,say,VERB,,Sing,3,Pres,,,1,['says'],[2758],2,2,Third-Person Present Tense Verb,"linda robertson says they should be charged to jim ste ##ffe ##s ' cost center , etc .","Linda Robertson says they should be charged to Jim Steffes ' cost center , etc ."
11726,invoices,invoice,NOUN,,Plur,,,,,1,"['in', '##vo', '##ices']","[1999, 6767, 23522]",7,9,Plural Noun,do you want me to send the in ##vo ##ices to you ?,Do you want me to send the invoices to you ?
11737,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,please use the attached for associate and analyst evaluation ##s .,Please use the attached for Associate and Analyst evaluations .
11747,commissioners,commissioner,NOUN,,Plur,,,,,1,['commissioners'],[12396],11,11,Plural Noun,we have been successful in communicating that information to the new commissioners and er ##cot and seeking resolution .,We have been successful in communicating that information to the new commissioners and Ercot and seeking resolution .
11765,complaints,complaint,NOUN,,Plur,,,,,1,['complaints'],[10821],5,5,Plural Noun,those who show up with complaints but can not point to specific ##s are virtually ignored .,Those who show up with complaints but can not point to specifics are virtually ignored .
11781,questions,question,NOUN,,Plur,,,,,1,['questions'],[3980],16,16,Plural Noun,the hearing is focused on the pilot and we have an opportunity to provide some probing questions for wo ##len ##s to direct to sam and tom .,The hearing is focused on the pilot and we have an opportunity to provide some probing questions for Wolens to direct to Sam and Tom .
11807,works,work,VERB,,Sing,3,Pres,,,1,['works'],[2573],6,6,Third-Person Present Tense Verb,can we find another time that works for us to meet ?,Can we find another time that works for us to meet ?
11819,needs,need,VERB,,Sing,3,Pres,,,1,['needs'],[3791],2,2,Third-Person Present Tense Verb,en ##ron needs to use this situation to quickly get our viewpoint ##s up into the pu ##ct and er ##cot iso on what is driving these problems and our proposed fix ##es .,Enron needs to use this situation to quickly get our viewpoints up into the PUCT and ERCOT ISO on what is driving these problems and our proposed fixes .
11848,weeks,week,NOUN,,Plur,,,,,1,['weeks'],[3134],18,18,Plural Noun,"as an out ##growth of the meeting leslie and i had with scott and hunter a couple of weeks ago , we have begun work to develop an electronic tool that would allow us to provide ongoing sum ##mar ##ies of fe ##rc gas activities , and possibly electric activities , in a format that can be linked to the fundamental ##s intra ##net site used by the traders .","As an outgrowth of the meeting Leslie and I had with Scott and Hunter a couple of weeks ago , we have begun work to develop an electronic tool that would allow us to provide ongoing summaries of FERC gas activities , and possibly electric activities , in a format that can be linked to the Fundamentals intranet site used by the traders ."
11912,executives,executive,NOUN,,Plur,,,,,1,['executives'],[12706],12,12,Plural Noun,"please , let me know if you interested in introducing peter to executives in your organization .","Please , let me know if you interested in introducing Peter to executives in your organization ."
11929,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,thank you for your time .,Thank you for your time .
11935,people,people,NOUN,,Plur,,,,,0,['people'],[2111],7,7,Plural Noun,i am talking to a number of people regarding opportunities for a new assignment back in houston office .,I am talking to a number of people regarding opportunities for a new assignment back in Houston office .
